person_id,Form A _1,1_Q295,2_Q295,3_Q295,4_Q295,5_Q295,6_Q295,7_Q295,8_Q295,9_Q295,10_Q295,11_Q295,12_Q295,13_Q295,14_Q295,15_Q295,16_Q295,17_Q295,18_Q295,19_Q295,20_Q295,21_Q295,22_Q295,23_Q295,24_Q295,25_Q295,26_Q295,27_Q295,28_Q295,29_Q295,30_Q295,31_Q295,32_Q295,33_Q295,34_Q295,35_Q295,36_Q295,37_Q295,38_Q295,39_Q295,40_Q295,base_rate,outcome_bias,sunk_cost,Allais,disease,linda,african,redwood,absolute,Myside,less_is_more,Thaler,matching
sa9ho,,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product",70,success,no,1,gain,no_conjunction,low,high,jacket,Germany,B,WTA_certainty,2
fz8wa,30,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",30,failure,yes,1,gain,conjunction,high,high,jacket,Ford,B,WTP_certainty,2
we66f,,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product",70,success,no,2,gain,no_conjunction,low,low,calculator,Ford,B,WTP_certainty,1
xj2yb,,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,success,no,2,loss,conjunction,high,low,calculator,Germany,B,WTP_certainty,1
n0s0f,,"Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",70,failure,no,2,gain,no_conjunction,low,low,calculator,Germany,B,WTP_certainty,2
0xhxd,81,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product",30,failure,no,1,loss,conjunction,high,high,jacket,Ford,B,WTA_certainty,1
y2ysu,,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,yes,2,gain,conjunction,low,low,jacket,Germany,C,WTA_certainty,2
g89mx,,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,success,no,1,gain,conjunction,low,high,jacket,Ford,B,WTP_certainty,2
6rxfs,,"No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,success,yes,1,loss,no_conjunction,low,high,jacket,Ford,B,WTA_certainty,1
wfreb,,"Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,success,no,2,loss,conjunction,high,low,jacket,Ford,A,WTA_certainty,2
4wbsc,,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,no,1,loss,no_conjunction,high,low,jacket,Ford,C,WTP_non_certainty,1
wxbai,,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,yes,2,loss,conjunction,high,high,jacket,Germany,C,WTP_certainty,1
dtsui,49,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",30,failure,yes,1,loss,no_conjunction,low,high,jacket,Ford,C,WTA_certainty,1
7ub3z,82,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",30,failure,yes,2,gain,no_conjunction,high,low,calculator,Ford,A,WTP_non_certainty,2
qe5iw,30,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",30,success,yes,2,loss,conjunction,high,high,calculator,Ford,C,WTP_certainty,2
6qe7v,,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,yes,2,gain,no_conjunction,high,low,jacket,Germany,A,WTA_certainty,2
t3qe4,70,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product",30,success,no,1,gain,conjunction,high,low,calculator,Ford,C,WTP_non_certainty,2
n6xqr,,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,yes,1,loss,no_conjunction,low,low,calculator,Germany,A,WTP_certainty,2
o33bd,30,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",30,failure,yes,2,gain,no_conjunction,low,low,calculator,Germany,C,WTP_non_certainty,2
o1zc3,,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,yes,1,loss,conjunction,low,high,jacket,Ford,C,WTP_non_certainty,1
x8lvd,,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,success,no,2,gain,no_conjunction,low,low,jacket,Ford,B,WTP_certainty,2
f60ro,76,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product",30,failure,yes,1,loss,conjunction,high,high,jacket,Ford,B,WTP_certainty,2
i2m95,80,"Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product",30,failure,yes,1,loss,conjunction,low,low,jacket,Ford,A,WTA_certainty,1
jex85,,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",70,failure,no,2,loss,no_conjunction,high,high,jacket,Germany,B,WTP_non_certainty,2
k7iif,,"No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product",70,failure,yes,1,loss,no_conjunction,low,high,calculator,Ford,C,WTP_certainty,2
ibsjm,80,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product",30,failure,no,1,gain,conjunction,low,low,jacket,Germany,C,WTP_non_certainty,1
8r5lt,,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",70,success,yes,2,loss,no_conjunction,low,high,calculator,Ford,C,WTP_certainty,1
