question_id,qemb_pca_0,qemb_pca_1,qemb_pca_2,qemb_pca_3,qemb_pca_4,qemb_pca_5,qemb_pca_6,qemb_pca_7,qemb_pca_8,qemb_pca_9,qemb_pca_10,qemb_pca_11,qemb_pca_12,qemb_pca_13,qemb_pca_14,qemb_pca_15,qemb_pca_16,qemb_pca_17,qemb_pca_18,qemb_pca_19,qemb_pca_20,qemb_pca_21,qemb_pca_22,qemb_pca_23,qemb_pca_24,qemb_pca_25,qemb_pca_26,qemb_pca_27,qemb_pca_28,qemb_pca_29,qemb_pca_30,qemb_pca_31,qemb_pca_32,qemb_pca_33,qemb_pca_34,qemb_pca_35,qemb_pca_36,qemb_pca_37,qemb_pca_38,qemb_pca_39,qemb_pca_40,qemb_pca_41,qemb_pca_42,qemb_pca_43,qemb_pca_44,qemb_pca_45,qemb_pca_46,qemb_pca_47,qemb_pca_48,qemb_pca_49,question_num_options,block_Cognitive tests,block_Demographics,block_Economic preferences,block_Personality,qtype_MC,qtype_Matrix,qtype_TE
QID25_r18,-0.4287748,0.07150009,0.055710796,-0.014081345,0.049772434,0.24881066,-0.09954591,0.111087926,0.00312992,0.036943365,0.070916034,-0.03146014,-0.042954862,-0.0555352,-0.016644038,-0.014067257,-0.044564527,-0.009166165,-0.024432002,0.021419158,-0.0009721744,-0.028629078,0.070953414,0.0031957515,0.037947576,0.0050707324,-0.010022968,0.007277618,0.0022821492,-0.008192238,-0.014897924,0.0063510556,0.0060469205,-0.023263082,0.019249026,0.0004270138,-0.008637795,0.003079993,-0.0005140568,-0.031426143,-0.016999234,-0.0031519374,-0.017783886,0.060451668,-0.00785066,7.043009e-05,0.0076754787,-0.012850625,0.0363338,-0.006821941,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r19,-0.41474593,0.06033984,0.035859674,-0.0646554,0.054529816,0.2056548,-0.067606725,0.08789345,0.027701145,0.038766026,0.0097346855,-0.03757418,-0.055928964,-0.09167899,-0.050211925,-0.034912016,0.028072646,0.053894944,0.0046330993,-0.008290599,0.053690035,-0.008554102,0.01221356,-0.021500176,-0.002759155,0.031886894,-0.025796913,-0.059892457,-0.013277593,0.017506238,-0.01601909,-0.008292726,0.026012499,-0.043742277,0.039473213,-0.0008532729,0.017289257,-0.0030272421,0.024530571,-0.0282297,0.03206681,-0.028658545,-0.027204042,0.005453478,-0.009252718,-0.006040688,-0.0029145076,0.037584476,0.060273036,0.053618055,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r2,-0.38525593,0.094606735,0.034275327,-0.007595844,0.085689485,0.18666333,-0.050854705,0.09058842,0.02856522,0.07940872,0.04678535,-0.002428626,-0.007452595,-0.18304205,-0.05330987,0.008249889,0.03685211,0.045247763,-0.062844664,0.035760283,-0.009721184,-0.023330722,0.07886465,0.07026187,0.050403066,-0.042740427,-0.08191579,-0.015348867,-0.044405833,0.029332345,-0.058206774,0.02746236,0.054627784,-0.05464118,0.0008151165,-0.04656157,0.013807634,0.0007095405,0.017566195,-0.029070003,-0.0058446075,0.018256232,-0.056682967,-0.016635822,-0.010385855,-0.07632458,-0.024129307,-0.00072922645,0.02696253,0.028792033,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r20,-0.3921463,0.09937013,-0.003870051,0.068131104,0.080722235,0.22381334,-0.11591976,0.11388656,-0.04363839,-0.008337783,0.10569109,-0.029097449,-0.13179117,0.11643114,0.017567383,-0.013152174,0.0009922474,0.010368332,0.019128185,0.00090986904,0.06528103,0.032781657,0.002195208,0.011409547,-0.015033389,0.020897556,-0.034357984,0.027071036,-0.028885806,-0.038031098,-0.026433436,0.037927218,-0.06438639,0.04063179,0.052796047,-0.0039053943,0.016338201,-0.054323405,-0.008000191,0.058025934,-0.010993215,-0.0011312284,-0.027570337,0.044075888,-0.013689281,-0.021936746,0.014505881,0.033234693,0.013670856,-0.038100738,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r21,-0.42788574,0.09190198,0.055453375,-0.004007695,0.03522081,0.20194045,-0.08816624,0.111269586,-0.008406989,0.036165796,0.050022397,-0.01845135,-0.05926361,-0.10305229,0.020959416,0.0028214306,-0.0192524,-0.036020122,-0.009169812,0.023467502,0.027957486,-0.021395424,0.06800077,-0.036381114,0.0627372,-0.01497329,-0.013032797,-0.019254405,0.014334427,-0.0020765334,0.00096233113,-0.02968502,-0.0022434618,-0.033650424,0.031933125,-0.014439159,-0.029722935,0.016063413,-0.0043403627,-0.011100986,0.009120523,-0.015882837,0.017091913,0.04614762,0.0026760332,0.0146948295,0.027317775,-0.040070355,0.026553739,0.014204157,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r22,-0.29432532,0.014997231,0.011871926,-0.017120577,0.110284746,0.1665176,-0.026017511,0.01540135,0.037768412,0.027281368,0.017810265,-0.0932454,-0.07523074,-0.13972706,-0.012575875,0.0058123125,0.061194155,-0.04170639,-0.14031436,0.013503231,0.11730281,-0.00865192,-0.010554864,-0.06302726,0.07023641,0.113762125,-0.042375732,0.0009084495,-0.00949304,0.06188546,0.005806096,0.04745623,0.048445597,-0.003311914,0.02871714,-0.087248035,0.05896703,-0.05845294,-0.01927165,-0.056602616,-0.02990293,0.012182432,0.002892854,-0.056131467,-0.06305493,-0.0647849,-0.0016859681,0.0646907,0.042378847,-0.012278707,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r23,-0.43484163,0.04440723,0.121565424,0.007488743,0.04302063,0.1505511,-0.13902575,0.079324044,0.014936193,-0.016231108,0.05562509,0.025040966,0.010536526,-0.0950907,-0.0061915694,0.03013742,-0.043830257,0.040980563,-0.016585073,0.002291436,-0.00952464,0.018789124,0.06289512,0.01374633,-0.0018310135,0.0180578,-0.0428886,-0.034016106,0.023435162,-0.023248475,0.055571545,0.03287583,0.035685793,0.005271711,0.031738937,-0.006225649,-0.011583114,0.012089839,-0.008866689,-0.033476446,0.0023536934,-0.0388833,-0.0014426877,0.0002281114,-0.0019406835,0.022307266,0.011534416,0.036946088,0.042878307,-0.029976929,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r24,-0.29173085,0.12941392,-0.08061596,-0.06981316,0.06751845,0.23479688,0.05456141,0.14727831,0.026513826,0.1510517,-0.03807543,0.08216266,-0.14355455,-0.08428636,-0.02484795,0.022131264,-0.03451478,0.042787552,0.038636062,0.013349093,-0.05752185,0.016401041,-0.07234626,0.00980434,0.025287276,0.025109408,-0.029131552,0.028122634,-0.011562633,-0.057578504,-0.039760616,-0.107328944,-0.007619177,-0.05811614,-0.041763835,0.025564667,0.045232896,-0.00090563047,0.030575098,-0.017106526,0.10222025,-0.027189117,0.030018795,0.03452095,0.040765863,-0.06517849,0.05092241,0.059255026,0.030264638,-0.012878194,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r25,-0.39134842,0.0687511,0.060699794,0.08769764,0.07542087,0.21657066,-0.1964387,0.073053464,-0.06926531,0.041468058,0.062083974,-0.003168023,-0.043713383,0.02567591,0.05483026,-0.050427694,-0.02608496,0.10162244,-0.04293375,0.038023263,0.029542204,0.043668482,-0.0019706264,0.017879214,-0.079429634,0.06901049,-0.010508363,-0.0005077096,-0.056367416,0.074370556,-0.06004021,-0.020060187,-0.058311563,0.06365548,-0.03351321,-0.07192386,0.014662841,-0.029057419,0.0063882023,0.07714474,0.029997578,-0.013263274,0.07565682,0.035692815,-0.00041021156,-0.009634676,0.0026249578,-0.04165391,0.0043201237,-0.050807904,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r26,-0.40705776,0.10136438,0.04200609,0.039559744,0.12214666,0.22630566,0.018458718,0.14972931,-0.040412884,0.0039883265,0.011150723,0.054594204,-0.049936987,-0.07155225,0.00965975,-0.03670845,-0.053908776,0.0023566708,-0.04734284,0.0012263256,0.015007727,-0.0051684915,-0.0091942875,0.020678936,0.08287982,-0.012448811,-0.012382085,0.012487149,-0.021397702,-0.06950687,-0.0011693273,-0.025955733,0.030292727,-0.014436251,0.032874197,-0.009126957,-0.03724938,0.010667079,0.00038737615,0.014812597,-0.03627686,0.02909414,0.022237692,-0.035330154,-0.05536097,0.01921943,-0.02004153,-0.034852695,0.048584662,0.021835897,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r27,-0.32314816,0.1283497,0.06467847,0.008817017,0.064950444,0.24384989,0.015510486,0.10089738,-0.033344544,0.06764214,0.0026604594,-0.04218585,-0.07140635,-0.024434868,0.07946868,-0.0788496,-0.046085328,-0.0020852417,-0.04807188,-0.032615587,0.065191835,-0.018989531,-0.011010938,-0.00012763707,0.039606974,0.03050966,0.052124046,-0.028398197,-0.00034241742,-0.10809617,0.0312477,-0.004983607,0.10233257,0.1016607,-0.037167396,0.07426578,-0.013572969,0.0017906779,-0.045337074,-0.06665878,-0.04883934,-0.08611192,-0.036948316,0.03769805,-0.019874362,0.053497776,-0.026719082,0.017494602,0.06209577,0.043620966,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r28,-0.30364233,0.0070026037,-0.033848427,0.09345494,-0.0018125136,0.18004751,-0.0943759,0.16581614,0.0066938293,-0.074796066,0.02094999,0.07957551,-0.046736192,-0.069660276,0.03256901,0.04787917,0.14265534,0.08466971,-0.010254308,-0.123424836,-0.008721106,0.15587601,-0.039541304,0.0068889135,-0.110294476,0.017556075,-0.051442545,-0.025146583,-0.11895149,0.03885664,-0.088670835,-0.053647183,-0.063352436,-0.036474142,0.0017077104,0.011845059,0.05559779,-0.003319875,-0.003848678,-0.030869694,0.036393344,0.03429485,-0.024899952,-0.027115947,-0.050246786,0.04074207,0.12301092,-0.07571824,-0.028026937,-0.06609573,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r29,-0.30772072,0.09871915,0.023654003,-0.079912424,0.08811066,0.21927145,0.018784422,0.14057015,0.025356557,0.13449034,-0.027512707,0.080782115,-0.023519158,-0.06492389,0.004527787,-0.019250378,-0.017396187,0.010851234,0.041465443,-0.033553224,-0.02938453,0.0014886154,0.0014643176,-0.008738085,0.064830564,0.060736544,-0.04075628,-0.025954956,0.061490756,-0.10902215,-0.005221964,-0.053962234,0.015539072,0.034739017,-0.03619887,0.1115995,0.04256724,-0.047110755,-0.0020045107,-0.06448366,0.03696165,0.023061242,-0.06216361,-0.08986393,0.07970125,-0.03500193,-0.053281285,0.0134677645,0.06890751,0.056937788,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r3,-0.4488866,0.0029728694,0.0718888,0.017199222,0.06882091,0.16515917,-0.13191457,0.10755874,-0.0020504314,-0.052058063,0.005624691,0.039200626,0.055726364,-0.110822104,0.053904343,0.027730906,-0.018748492,0.078703254,-0.056481846,0.010901995,0.04957618,0.0038210268,0.018638315,-0.048968792,0.018648041,0.014089022,0.030176498,-0.010472932,0.00029838324,0.022072928,-0.02329345,0.020397529,0.02835144,-0.031920448,0.03192702,-0.014703724,-0.011823189,0.014945579,0.059978973,0.0145885395,0.005295734,0.013008227,0.007306967,0.043800227,0.029993447,0.00303235,-0.002661707,-0.028985897,0.0025453188,-0.0010174062,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r30,-0.3022517,-0.10048858,-0.016367674,0.018308293,0.04726066,0.13073683,-0.10089899,-0.017831229,-0.09002744,0.1493814,0.059128527,0.10881671,-0.0911659,0.1766828,0.008157954,-0.016199805,-0.10791304,-0.034107693,0.14631979,-0.08263426,0.10917302,0.018345166,0.0009290988,0.038882624,-0.06729628,-0.019926826,0.16894758,0.05367014,-0.03860989,-0.013787601,-0.08852063,-0.0051540337,-0.037454635,-0.0042343475,0.07420732,0.086929046,0.049694527,0.024612354,0.037356634,0.032900833,0.021408135,-0.0037496844,0.032173768,0.032486826,-0.042274877,-0.01249136,-0.069100015,0.06236888,-0.04363737,0.011297863,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r31,-0.3506673,0.11850023,0.0066290195,0.044666138,0.05698638,0.2825808,0.05460236,0.084167324,-0.017655985,-0.014030892,-0.011973362,-0.026224678,-0.15975064,0.014455607,0.109862804,-0.0176803,-0.012459143,0.047772754,0.0009858712,0.044224847,-0.03541805,0.07261213,-0.015616396,-0.014740672,0.09356901,-0.011253095,0.030208314,0.03493439,0.016865874,-0.03315066,-0.03279173,-0.014672913,-0.03755335,0.013409626,-0.018993542,-0.016833222,0.009388932,0.12427462,-0.014656912,0.053723738,-0.043792363,-0.026012061,-0.029390661,-0.061753724,-0.04035593,0.0599838,-0.028761627,-0.019833172,-0.0077454196,0.010898463,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r32,-0.3949025,0.019604292,0.02450749,0.042980213,0.0631876,0.25921822,0.00011968038,0.14199664,-0.05597916,0.077060185,0.114366256,-0.010746291,-0.03262161,-0.08059312,0.007150399,-0.042581946,-0.02042199,-0.03423316,0.014479974,-0.029851848,0.029866956,-0.011539923,0.0070113386,-0.009649721,0.05393527,0.023180462,0.007757291,-0.050736185,-0.0006132739,0.009277464,0.08911774,0.06034982,-0.0026693013,-0.01806854,0.032908835,0.045289896,0.023710467,0.041937273,-0.019301716,-0.0012454981,0.0070808465,-0.0064869067,0.023259576,0.0012607295,-0.056385133,0.06258197,-0.012956428,0.014227618,0.05685835,0.037301373,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r33,-0.35593796,-0.06602458,0.105151184,-0.003954554,0.022224229,0.106325984,-0.12714712,0.0072197984,0.009667027,-0.08945274,0.008078448,0.14237064,0.055879053,-0.07688933,0.052846167,0.043165937,0.037423804,0.17423134,-0.023345347,0.026640395,-0.032535665,0.02028408,-0.0047090324,0.06804094,0.04447003,-0.006648927,-0.07085998,0.0437594,0.02855422,0.030857665,-0.01636716,0.084411144,0.0048581706,0.03136572,-0.027136914,-0.02664437,-0.009817706,0.05957926,0.058473215,-0.011191254,0.031224389,0.043742422,0.036699384,0.010756525,0.028367499,0.0282853,0.031143352,0.035802525,-0.021347154,-0.05109626,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r34,-0.34359708,0.14817846,-0.071040094,0.08897573,0.076440066,0.31493658,-0.030343905,0.2514536,-0.04395376,0.06925013,0.07398311,0.02656488,-0.07226084,-0.044572495,0.017695757,-0.092961326,0.015883721,0.023263466,0.043422632,0.0071124737,-0.04546035,0.037973847,0.009308123,-0.041024838,0.035219233,0.016796883,-0.035216223,0.038444344,0.007614149,0.018829871,-0.06051354,-0.08309358,-0.092384964,-0.0056564026,-0.05503753,-0.049927518,0.037087135,-0.024767546,0.006036228,0.043291394,-0.03867051,-0.0053875344,0.01691728,0.047157705,-0.0011879959,0.0010315959,0.038804088,-0.011743394,-0.0765073,0.027676634,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r35,-0.27947387,-0.005695497,0.044152386,-0.09599047,-0.028226316,0.051037904,-0.15651417,-0.05890862,-0.00075324584,-0.0972683,-0.00016573363,0.17881832,0.1260807,-0.08011989,0.14136696,0.009916883,0.06822066,0.038895816,-0.03201368,-0.11446026,-0.0779927,0.038704507,0.10670936,-0.015976533,0.07785307,0.03714672,0.130288,-0.009246961,-0.029198697,0.070403494,0.02461668,0.050070025,0.05982141,0.026545044,0.005770035,0.03570854,-0.07005929,-0.111337245,-0.04701811,-0.021567963,-0.04170303,0.059884034,0.04324274,-0.019130304,0.062402777,-0.0478191,-0.053067572,0.047454778,0.0015219881,-0.08949948,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r36,-0.31608757,0.045508098,-0.017605653,0.045962226,0.05246269,0.24838482,0.03938916,0.07289401,-0.05781814,0.053232864,0.0015943941,0.043153968,0.0016458146,-0.08248159,0.09627918,-0.0061043855,-0.061206933,-0.051794566,0.0023182535,0.032603588,-0.08402592,0.027074622,-0.07505209,-0.020984396,0.16643602,-0.06173627,0.08492602,0.008300045,0.020058837,-0.026157556,0.06434067,0.045504194,-0.008412304,-0.01904791,0.025987007,-0.01033191,-0.07397957,0.02320305,0.05125162,0.04758382,0.07896202,-0.006641341,-0.02394241,-0.07557972,0.06844747,0.034953944,-0.049861733,-0.005069545,0.03526459,0.08511561,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r37,-0.3584673,0.058870893,-0.010865975,0.06852246,0.083624564,0.33597484,0.04373854,0.1191896,-0.0654821,0.105692945,0.028443083,-0.056499023,0.049971543,-0.093970045,0.001077901,-0.018351797,-0.022930747,0.014395886,0.05342084,-0.0010513753,-0.0005321168,-0.027504127,0.042925477,-0.034435418,0.062208258,0.012634472,-0.015434842,-0.008860818,0.010879307,0.028301427,-0.026128214,0.060229868,0.002160279,-0.030888926,-0.022118384,0.029542312,-0.049149457,0.022023102,-0.045873925,-0.024578793,-0.0371836,-0.017333733,-0.0010749698,-0.030548327,-0.03296454,-0.0025880865,-0.01364603,0.007991707,-0.00060351,-0.027723618,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r38,-0.33459732,0.012112676,-0.048361003,0.013383629,0.08185834,0.13330844,-0.12312798,0.049094047,0.04568288,-0.10505639,0.061861698,0.010797382,-0.029479293,-0.13002266,0.055743467,0.008135258,0.124962136,0.051692348,-0.06579246,-0.003289259,-0.0013952181,0.047440983,0.02758574,-0.026419993,-0.063356385,-0.0020970393,0.047340944,0.07544062,-0.10441673,-0.040304914,0.015105823,-0.020544687,-0.067209184,-0.038819425,0.026630262,-0.07626786,0.03804808,-0.077837184,0.06275656,-0.029933607,0.012892135,0.010233173,0.06650801,0.034128338,0.0728812,-0.08671453,0.025823373,-0.033351827,0.01897713,-0.016120546,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r39,-0.37648165,0.113882564,-0.0038589342,-0.013068155,0.044126097,0.23268005,-0.014063702,0.11064063,0.042949375,0.00019612217,-0.0047373907,-0.004638553,-0.12257458,0.024553457,0.057919197,-0.06338772,0.009478482,0.0822312,-0.07797546,0.038941573,-0.022665173,0.09376598,0.040212534,-0.024083996,0.07543943,-0.017464012,0.033024594,-0.060195524,0.06300969,-0.0009947876,0.027996836,-0.033232093,-0.027589187,-0.0020689913,0.0077805496,0.02509075,0.004854894,0.088649206,-0.010045365,-0.04462749,0.017928394,0.010671118,-0.033221968,0.028365184,0.061985407,0.013802968,-0.0015124916,-0.040213253,-0.04074468,0.01633848,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r4,-0.31047258,0.13324367,-0.012743658,-0.018779026,0.03296146,0.18264383,-0.033868283,0.11900198,0.024038557,0.1299981,0.04846427,0.13528511,-0.029198827,-0.060466535,0.029550292,0.04909187,-0.018024938,0.0058626705,0.0875133,-0.015738398,-0.043271266,0.105316505,-0.01864027,0.03185208,0.00218127,-0.035075776,-0.018024096,-0.05286031,0.005075331,-0.089014225,0.07484761,-0.14173475,0.05456506,0.02874025,-0.027958857,-0.089302905,-0.026749967,-0.054538835,0.031184683,-0.02553728,0.056242518,0.049898252,-0.03775779,0.016489416,0.02070189,-0.048566733,0.025717597,-0.009546218,0.03336167,0.10357796,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r40,-0.38849753,0.027295405,-0.0035941736,0.030941209,0.04562818,0.2333046,-0.088372685,0.09547064,-0.018347714,0.070693135,0.11324107,0.026879204,-0.022793107,0.05226556,0.056781013,0.011646618,0.069550246,-0.006328026,0.059938785,-0.0356637,-0.031971224,-0.006846138,0.031909037,-0.0209682,0.0068915123,-0.08949655,0.041391917,-0.038782857,-0.08381053,0.02951395,-0.043826595,0.08036538,0.0031678593,-0.0027355037,0.035953388,-0.014074157,0.0018442159,-0.067026384,0.025361024,0.036433846,-0.03229148,-0.008866551,-0.012098155,-0.10440055,0.029393936,0.0122634275,0.039391756,-0.009535994,-0.054588787,0.0039487206,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r41,-0.37932986,-0.0020357794,0.01580209,0.053289343,0.037140235,0.17797883,-0.0906264,0.056258548,-0.05943104,0.065607816,0.078111015,0.10345679,-0.12235658,0.11070183,0.048549555,0.03728194,-0.088935405,-0.02194679,0.11602921,-0.025241023,0.09246796,0.0053080632,0.05324436,0.05942874,-0.07929469,-0.019085418,0.10973384,0.06159354,0.0066033467,-0.00488939,-0.071089774,0.006847035,-0.037046526,-0.0031473103,0.090447575,0.025396967,-0.016480468,0.022429721,0.011941067,0.021956855,0.02463536,-0.03607914,-0.012535652,-0.02376055,0.007995591,-0.017029366,-0.037611246,0.016932614,-0.020079605,0.043378964,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r42,-0.34851515,0.013112125,-0.054468576,0.07337729,0.06828665,0.31520063,-0.060322084,-0.004537973,0.013262931,0.033451017,-0.012119236,-0.0052503664,0.058737133,-0.118393,0.06293469,0.025841875,0.13347541,-0.0067192297,-0.089222915,0.08189448,0.012396381,0.01955635,0.0031886008,-0.06592784,0.035744272,-0.09389282,0.051549837,0.0016006905,-0.0052886587,0.0029843478,-0.0802525,0.023516832,0.0056575327,-0.008522862,-0.036256775,-0.082507364,-0.02152323,-0.048347525,0.012631486,0.0033094357,-0.105555706,0.018442381,-0.012967836,-0.08673129,0.033268385,-0.026287222,0.011722226,0.028381756,-0.05687239,0.005954197,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r43,-0.40795258,0.05311813,0.030356245,0.0004359942,0.040768486,0.24210855,-0.07203051,0.13239938,-0.012280125,-0.02280154,0.08093672,0.023117732,-0.08576652,-0.031854007,0.022220276,-0.0130582815,-0.010443597,0.07212327,0.010390754,0.04241072,-0.034155663,-0.009867316,0.03463033,-0.007889222,0.043086898,0.0030774467,-0.0074165426,0.03423434,0.04036588,0.024588266,-0.025044994,-0.0057688844,-0.06656477,0.019817801,-0.010830536,-0.047022227,0.03034642,0.072081365,-0.012150459,-0.022789868,-0.05357879,-0.028385883,0.0005275341,-0.015483208,-0.001339759,0.029939644,0.014341294,-0.0072165164,0.0011997886,-0.028024679,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r44,-0.34644967,0.026130045,0.01828339,0.12096002,0.03145328,0.27826378,-0.12644571,0.16200782,-0.111688405,0.059464455,0.10814312,0.105501235,-0.11767211,0.08350586,0.103822075,-0.046241127,-0.084262714,-0.0033421582,0.030559054,0.018088577,0.07341637,0.0061481176,0.04286824,0.029435165,-0.013692424,0.0039024365,0.08539995,0.075480625,-0.004995565,0.03790622,-0.11110785,0.031087099,-0.089799695,-0.029310292,-0.01612418,-0.014859972,0.014590596,0.047460783,-0.022326726,0.033605352,0.045695554,-0.05162502,0.07100269,-0.01528831,-0.046336196,-0.033520214,-0.05583577,-0.002658512,-0.007911968,-0.014155883,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r5,-0.4045066,0.07611274,-0.029964194,0.10521498,0.074884586,0.26645806,-0.1155013,0.15231264,-0.084638365,0.06481287,0.14605735,-0.0019621758,-0.030606376,0.005574723,0.026234904,-0.010258365,-0.016408427,-0.017966634,-0.029804867,0.039139286,0.020875078,0.035379205,0.02469391,0.0058957427,-0.022961592,-0.0198769,0.0052060974,-0.022187479,-0.074522845,0.068782665,-0.07823183,-0.01807106,-0.0071950005,0.02950332,-0.03239271,-0.005353737,0.013715138,-0.06828375,0.0416135,0.049518,0.010633997,-0.00742623,0.01569992,0.0046579326,0.001643136,-0.008898721,0.009321971,-0.026452268,-0.054853864,0.02767012,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r6,-0.43576604,0.07967983,0.0059024477,0.070260175,0.05105649,0.25548527,-0.076326594,0.13611333,-0.047246113,0.051120937,0.06770795,-0.031811345,-0.020529762,-0.086526945,0.0052007623,-0.0049020783,-0.038212854,0.026216527,-0.0053395005,0.043549445,-0.0007208953,0.032840166,0.034108426,-0.04029165,0.0074332636,-0.0017864679,0.02819057,-0.017482175,0.015332388,-0.008364248,-0.03302145,-0.021358151,-0.045107227,-0.018884001,0.004901833,-0.026691662,-0.006865754,-0.0045785853,0.019393597,0.0010910035,-0.024587335,0.027331915,0.0059370482,0.034640443,0.021350356,0.01740135,-0.00832801,-0.00632873,0.01647688,-0.005909112,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r7,-0.41191608,-0.017313307,-0.005709162,0.029153218,0.06317573,0.28213456,-0.03774472,0.0723555,-0.024332669,0.061603263,0.034368705,0.035631385,0.018970026,-0.09644987,0.049888197,0.009231359,-0.015958399,0.062468987,-0.026172768,-0.00603272,0.03521873,0.032508772,-0.0091736885,-0.019750683,0.011711217,-0.0178201,0.012210878,-0.03418865,-0.022446487,0.02781544,0.013976543,0.046691887,-0.00831549,-0.0036118268,-0.023990782,-0.036497757,0.028886337,0.039972644,0.008815466,0.020734092,-0.021662058,-0.022203064,0.013778108,-0.03906862,-0.03865419,-0.04499484,0.021972887,0.0150560625,0.0058668307,0.0182071,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r8,-0.43864545,0.05527636,0.050992563,0.03950804,0.06310347,0.22522473,-0.04850724,0.08084691,-0.017273521,0.022705764,0.07769453,-0.003946237,-0.03134638,-0.07972553,-0.046504524,-0.029306244,-0.016739625,0.037242513,0.009992174,0.008734278,0.009324823,-0.011867147,0.071084574,-0.012528322,0.021974066,0.02256092,-0.020095894,-0.018799748,0.00798589,0.025449045,-0.02111153,0.025407616,-0.040941317,-0.0023993761,0.04728938,-0.053624656,0.042055853,0.031455707,0.016993983,-0.015866997,-0.015094741,-0.008408293,-0.030113224,-0.0003565184,-0.019065926,-0.0060792323,-0.009431411,0.0037430103,0.008862522,0.013789683,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID25_r9,-0.2713354,0.10620656,-0.0317881,-0.13663454,-0.011047323,0.16048792,-0.03499039,0.13130406,0.018891906,-0.00086037687,-0.056716725,0.18553656,-0.0358747,-0.09403627,0.08691009,-0.04275836,0.061514825,0.044140115,0.024609638,-0.028020075,-0.015700787,0.0019740956,-0.034273587,0.02057975,0.09971604,-0.0044058654,-0.0125745805,0.05601888,0.05215028,-0.11800051,0.060576856,-0.13931344,0.011030666,0.017937185,-0.016420295,0.021808257,0.06774469,0.11464549,0.02975132,-0.030726505,0.026957164,0.04532237,0.11778762,-0.014902411,0.08076896,-0.047378037,-0.048435297,0.005394752,-0.0008056718,-0.00038743715,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID268,-0.038797196,-0.09331845,-0.037586655,0.11640573,0.050574176,0.0550642,0.11209789,0.21148363,-0.08373088,-0.12844753,0.23196541,0.04988231,0.10089859,0.083087094,-0.024928082,-0.29206368,0.13265824,-0.03351636,0.08781526,-0.22968225,-0.15101966,0.018785773,-0.016238393,-0.14397313,-0.10554233,0.03980775,0.04563067,0.010109074,-0.124595895,-0.07829509,0.020156775,0.093645565,0.12191288,-0.104389586,-0.04469642,-0.04826817,0.09159166,-0.0997537,-0.11903117,0.081534095,-0.06494532,-0.01948482,0.12368601,-0.0008689233,0.014047819,0.141456,-0.02462017,0.041895296,-0.021082224,-0.027847461,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
