person_id,n_total_answers,n_missing_answers,n_answered_personality,n_answered_economic,n_answered_cognitive,n_answered_demographics,n_ordinal_items,n_categorical_items,n_text_items,n_multi_select_items,ordinal_mean_normalized,ordinal_std_normalized,ordinal_midpoint_rate,ordinal_extreme_rate,ordinal_acquiescence,straightlining_max_repeat_rate,bfi_44_mean_norm,bfi_44_n_items,bfi_18_mean_norm,bfi_18_n_items,autonomy_cognition_mean_norm,autonomy_cognition_n_items,personal_values_mean_norm,personal_values_n_items,self_monitoring_mean_norm,self_monitoring_n_items,self_monitoring_binary_mean_norm,self_monitoring_binary_n_items,regulatory_focus_mean_norm,regulatory_focus_n_items,bai_anxiety_mean_norm,bai_anxiety_n_items,bai_sum_score,self_concept_mean_norm,self_concept_n_items,need_uniqueness_mean_norm,need_uniqueness_n_items,need_closure_mean_norm,need_closure_n_items,personality_traits_5pt_mean_norm,personality_traits_5pt_n_items,maximization_mean_norm,maximization_n_items,uncertainty_beliefs_mean_norm,uncertainty_beliefs_n_items,risk_sensitivity_personality_mean_norm,risk_sensitivity_personality_n_items,self_regulation_mean_norm,self_regulation_n_items,spending_scale,spending_difficulty,spending_anxiety,shopper_type,weight_loss_intention,dictator_game_position,ultimatum_offer_position,trust_game_send_position,trust_return_mean_position,ultimatum_reject_rate,hedonic_framing_mean,loss_aversion_risky_choices,loss_aversion_risky_rate,crt_score,crt_total_attempted,numeracy_score,numeracy_total_attempted,financial_literacy_score,financial_literacy_total,vocabulary_synonym_score,vocabulary_synonym_total,vocabulary_antonym_score,vocabulary_antonym_total,vocabulary_total_score,spatial_n_attempted,wason_correct,wason_n_selected,forward_flow_word_count,demo_region,demo_sex,demo_age,demo_education,demo_race,demo_citizenship,demo_occupation,demo_religion,demo_religiosity,demo_political_party,demo_income,demo_political_views,demo_household_size,demo_employment,gt_score_extraversion,gt_score_agreeableness,gt_score_conscientiousness_w1,gt_score_conscientiousness_w2,gt_score_openness,gt_score_neuroticism,gt_score_needforcognition,gt_score_agency,gt_score_communion,gt_score_minimalism,gt_score_BES,gt_score_GREEN,gt_crt_score,gt_score_fluid,gt_score_crystallized,gt_score_syllogism,gt_score_actual_total,gt_score_overconfidence,gt_score_overplacement,gt_score_ultimatum_sender,gt_score_ultimatum_accepted,gt_score_mentalaccounting,gt_score_socialdesirability,gt_score_anxiety,gt_score_HI,gt_score_HC,gt_score_VI,gt_score_VC,gt_score_finliteracy,gt_score_numeracy,gt_score_deductive_certainty,gt_score_forwardflow,gt_score_discount,gt_score_presentbias,gt_score_riskaversion,gt_score_trustgame_sender,gt_score_trustgame_receiver,gt_score_RFS,gt_score_ST_TW,gt_score_depression,gt_score_CNFU,gt_score_selfmonitor,gt_score_SCC,gt_score_needforclosure,gt_score_maximization,gt_score_wason,gt_score_dictator_sender
ridfr,537,0,278,179,65,14,326,168,22,21,0.6561476568761845,0.2819585183456333,0.1042944785276073,0.4877300613496932,3.411042944785276,0.6666666666666666,0.7090909090909091,44,0.6000000000000001,18,0.7999999999999999,10,0.763888888888889,24,0.5694444444444444,8,0.7692307692307693,13,0.8500000000000001,12,0.5357142857142857,21,45.0,0.5999999999999999,20,0.6375000000000001,16,0.3166666666666666,12,0.9333333333333332,6,0.8333333333333335,13,0.6166666666666666,12,0.7200000000000001,15,0.7333333333333334,6,2.0,2.0,4.0,5.0,1.0,1.0,4.0,9.0,5.0,0.0,1.75,6,0.6666666666666666,2,7,3,6,4,5,5,10,8,10,13,6,0.0,1.0,20,3.0,1.0,3.0,5.0,1.0,1.0,1.0,12.0,6.0,2.0,3.0,4.0,4.0,1.0,2.75,3.889,4.778,8.0,4.6,2.0,4.333,5.5,8.25,4.25,4.3,4.667,1.0,2.0,7.0,5.0,15.0,15.0,0.0,40.0,100.0,25.0,1.0,24.0,4.25,4.25,2.25,2.0,6.0,4.0,4.0,0.835,4823.011,-0.097,0.067,100.0,45.0,5.6,7.0,25.0,1.583,3.385,2.917,3.6,3.667,3.0,40.0
rkkav,537,0,278,179,65,14,326,168,22,21,0.6118985819906065,0.2885700428428606,0.107361963190184,0.5030674846625767,3.125766871165644,0.9166666666666666,0.6772727272727272,44,0.5666666666666667,18,0.7428571428571428,10,0.5879629629629629,24,0.5277777777777777,8,0.8461538461538461,13,0.75,12,0.3333333333333333,21,28.0,0.57,20,0.7749999999999999,16,0.2166666666666667,12,0.6,6,0.6666666666666666,13,0.4833333333333334,12,0.84,15,0.5000000000000001,6,3.0,2.0,4.0,4.0,1.0,1.0,4.0,8.0,6.25,0.1666666666666666,1.5,2,0.2222222222222222,7,7,5,6,5,5,10,10,10,10,20,6,0.0,1.0,20,1.0,1.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,3.0,1.0,3.0,3.0,3.0,1.875,4.0,4.556,8.0,3.5,4.0,4.167,4.167,6.417,3.75,3.95,3.0,1.0,2.0,9.0,10.0,22.0,8.0,-5.0,40.0,83.333,100.0,7.0,7.0,5.0,3.5,2.25,4.75,6.0,8.0,4.0,0.828,0.0,0.0,0.311,100.0,27.0,5.2,9.0,29.0,1.083,2.615,3.75,4.2,2.5,3.0,40.0
rlkzv,537,0,278,179,65,14,326,168,22,21,0.6169885371955924,0.2481404503599556,0.1104294478527607,0.3190184049079754,3.144171779141104,0.8666666666666667,0.6454545454545456,44,0.6111111111111112,18,0.7285714285714285,10,0.6342592592592592,24,0.5694444444444444,8,0.8461538461538461,13,0.5333333333333333,12,0.2857142857142857,21,24.0,0.5900000000000001,20,0.8,16,0.5833333333333333,12,0.6666666666666666,6,0.6923076923076923,13,0.3666666666666667,12,0.8000000000000003,15,0.6000000000000001,6,4.0,2.0,3.0,3.0,2.0,5.0,4.0,9.0,5.25,0.1666666666666666,1.0,2,0.2222222222222222,1,7,4,6,4,5,9,10,9,10,18,6,0.0,2.0,20,2.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,2.625,4.556,4.0,4.0,3.1,2.125,4.167,5.167,6.25,2.667,3.45,3.333,1.0,3.0,7.0,9.0,20.0,19.0,11.0,40.0,83.333,50.0,5.0,3.0,4.5,3.25,3.75,4.5,5.0,4.0,4.0,0.853,4.826,0.024,0.017,20.0,37.0,5.1,12.0,1.0,2.917,3.0,4.667,4.0,3.0,2.0,40.0
rzj8b,537,0,278,179,65,14,326,168,22,21,0.5801117721746556,0.2777741625831353,0.1226993865030674,0.4877300613496932,3.015337423312884,1.0,0.6045454545454545,44,0.6111111111111112,18,0.7,10,0.6620370370370371,24,0.5138888888888888,8,0.6923076923076923,13,0.85,12,0.2619047619047619,21,22.0,0.5099999999999999,20,0.6875,16,0.2,12,0.7666666666666667,6,0.5897435897435896,13,0.3166666666666667,12,0.7466666666666667,15,0.4333333333333333,6,4.0,2.0,3.0,4.0,2.0,4.0,4.0,11.0,5.0,0.1666666666666666,1.5,2,0.2222222222222222,5,7,5,6,5,5,10,10,9,10,19,6,0.0,2.0,20,4.0,2.0,3.0,6.0,3.0,1.0,1.0,9.0,6.0,2.0,5.0,5.0,3.0,2.0,1.875,4.556,4.667,8.0,1.8,1.625,2.056,4.25,7.667,4.25,3.65,3.833,2.0,2.0,8.0,5.0,17.0,15.0,-5.0,40.0,83.333,100.0,7.0,1.0,3.5,3.75,2.0,4.5,6.0,8.0,4.0,0.869,0.0,0.125,-0.067,40.0,42.0,4.9,11.0,0.0,1.0,2.462,4.75,3.733,2.167,2.0,40.0
s6avc,537,0,278,179,65,14,326,168,22,21,0.6323673472063043,0.2598062002680698,0.2147239263803681,0.4202453987730061,3.276073619631902,1.0,0.640909090909091,44,0.6444444444444444,18,0.7428571428571428,10,0.7731481481481483,24,0.4583333333333333,8,0.8076923076923077,13,0.6499999999999999,12,0.369047619047619,21,31.0,0.62,20,0.6375000000000001,16,0.5999999999999999,12,0.5333333333333333,6,0.8461538461538463,13,0.45,12,0.72,15,0.6666666666666666,6,2.0,2.0,3.0,4.0,1.0,4.0,4.0,9.0,5.0,0.1666666666666666,1.5,2,0.2222222222222222,2,7,5,6,5,5,10,10,6,10,16,6,0.0,2.0,20,4.0,2.0,3.0,1.0,1.0,1.0,1.0,12.0,5.0,3.0,1.0,3.0,2.0,3.0,1.625,4.111,4.111,7.0,3.4,1.75,2.667,6.917,7.0,3.25,3.7,2.667,1.0,0.0,8.0,5.0,14.0,6.0,0.0,40.0,83.333,50.0,10.0,10.0,3.75,3.25,2.25,3.5,6.0,6.0,3.0,0.841,0.0,0.0,0.0,40.0,45.0,5.2,9.0,16.0,3.0,3.308,4.417,3.6,3.333,2.0,40.0
sa9ho,537,0,278,179,65,14,326,168,22,21,0.5826800883165915,0.2921680128491674,0.1319018404907975,0.5337423312883436,2.96319018404908,0.8571428571428571,0.6681818181818183,44,0.5,18,0.7571428571428572,10,0.6342592592592592,24,0.5138888888888888,8,0.5769230769230769,13,0.45,12,0.2857142857142857,21,24.0,0.5099999999999999,20,0.6875,16,0.65,12,0.7000000000000001,6,0.6794871794871794,13,0.3666666666666667,12,0.7066666666666667,15,0.7333333333333333,6,5.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,1.5,2,0.2222222222222222,6,7,3,6,5,5,10,10,10,10,20,6,0.0,2.0,20,3.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,7.0,2.0,4.667,4.222,7.0,4.6,1.375,4.056,3.583,7.833,2.25,3.85,3.5,1.0,2.0,9.0,11.0,23.0,12.0,3.0,60.0,100.0,100.0,10.0,3.0,5.0,3.5,1.75,3.5,6.0,6.0,4.0,0.823,0.0,0.0,0.189,100.0,100.0,5.3,12.0,2.0,3.25,2.923,4.833,3.533,3.667,2.0,60.0
sh3z4,537,0,278,179,65,14,326,168,22,21,0.5989350416114221,0.2505565623318591,0.1595092024539877,0.352760736196319,3.052147239263804,0.8333333333333334,0.65,44,0.6111111111111112,18,0.6571428571428571,10,0.5601851851851852,24,0.5833333333333333,8,0.8076923076923077,13,0.5833333333333334,12,0.3095238095238095,21,26.0,0.6000000000000001,20,0.6625000000000001,16,0.3666666666666667,12,0.2666666666666666,6,0.6538461538461539,13,0.5166666666666667,12,0.7733333333333335,15,0.7666666666666666,6,4.0,3.0,4.0,4.0,1.0,3.0,5.0,11.0,6.0,0.1666666666666666,1.5,2,0.2222222222222222,6,7,5,6,4,5,3,10,4,10,7,6,0.0,2.0,20,3.0,2.0,1.0,5.0,1.0,1.0,6.0,9.0,6.0,3.0,2.0,3.0,1.0,1.0,2.625,2.667,4.444,8.0,3.7,3.625,3.056,5.333,4.75,2.917,3.3,1.333,3.0,4.0,4.0,10.0,21.0,7.0,10.0,20.0,83.333,100.0,4.0,5.0,4.5,3.25,2.75,2.75,5.0,8.0,4.0,0.808,4.826,0.097,0.05,60.0,33.0,4.6,11.0,6.0,1.833,2.615,3.583,3.867,3.833,2.0,40.0
slp0x,537,0,278,179,65,14,326,168,22,21,0.634862721634194,0.2702162352918174,0.1533742331288343,0.4539877300613497,3.355828220858896,1.0,0.6772727272727275,44,0.6555555555555556,18,0.7,10,0.9861111111111112,24,0.5833333333333334,8,0.6538461538461539,13,0.7333333333333333,12,0.25,21,21.0,0.64,20,0.675,16,0.4999999999999999,12,0.8999999999999999,6,0.641025641025641,13,0.4166666666666667,12,0.6,15,0.5666666666666668,6,6.0,2.0,3.0,3.0,2.0,4.0,4.0,9.0,5.0,0.1666666666666666,1.75,6,0.6666666666666666,2,7,2,6,5,5,8,10,3,10,11,6,0.0,2.0,20,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.875,4.556,4.222,8.0,3.3,1.5,3.278,8.75,9.0,3.667,3.3,4.5,1.0,1.0,4.0,5.0,11.0,31.0,2.0,40.0,83.333,25.0,12.0,0.0,2.75,4.0,3.0,3.75,5.0,2.0,1.0,0.863,8263.548,0.303,0.544,40.0,45.0,4.9,8.0,3.0,2.5,2.538,4.083,3.0,2.833,2.0,40.0
ssiwx,537,0,278,179,65,14,326,168,22,21,0.6415168505659303,0.3106323208802503,0.1042944785276073,0.6073619631901841,3.263803680981595,1.0,0.6545454545454545,44,0.5777777777777778,18,0.8,10,0.611111111111111,24,0.5277777777777778,8,0.8461538461538461,13,0.9833333333333334,12,0.25,21,21.0,0.59,20,0.875,16,0.6333333333333334,12,1.0,6,0.7307692307692306,13,0.3333333333333334,12,0.6399999999999999,15,0.5666666666666668,6,4.0,2.0,3.0,4.0,2.0,3.0,4.0,8.0,5.75,0.1666666666666666,1.75,2,0.2222222222222222,6,7,5,6,5,5,10,10,9,10,19,6,0.0,1.0,20,3.0,2.0,4.0,5.0,1.0,1.0,3.0,7.0,6.0,2.0,5.0,5.0,1.0,1.0,4.75,4.778,5.0,8.0,5.0,1.0,4.111,3.167,7.833,4.917,3.95,5.0,3.0,0.0,8.0,11.0,22.0,8.0,-5.0,40.0,83.333,75.0,7.0,0.0,5.0,5.0,3.25,4.25,6.0,8.0,4.0,0.827,0.0,0.0,0.311,60.0,34.0,5.6,11.0,3.0,3.167,3.0,5.0,3.2,2.833,3.0,40.0
stahe,537,0,278,179,65,14,326,168,22,21,0.6859927563915293,0.2798256677114452,0.1134969325153374,0.5245398773006135,3.570552147239264,0.8333333333333334,0.759090909090909,44,0.6222222222222222,18,0.8428571428571429,10,0.8287037037037037,24,0.6111111111111112,8,0.8461538461538461,13,0.75,12,0.3333333333333333,21,28.0,0.5699999999999998,20,0.8875000000000001,16,0.9333333333333332,12,0.5333333333333333,6,0.8076923076923078,13,0.6333333333333334,12,0.6266666666666667,15,0.6333333333333334,6,11.0,5.0,2.0,1.0,2.0,1.0,3.0,8.0,6.75,0.1666666666666666,2.0,2,0.2222222222222222,6,7,3,6,4,5,9,10,10,10,19,6,0.0,2.0,20,4.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,6.0,3.0,4.0,3.0,1.0,4.0,4.75,4.667,3.333,5.0,4.7,2.0,4.333,6.667,8.25,3.75,4.25,2.667,3.0,2.0,8.0,6.0,19.0,17.0,7.0,60.0,83.333,50.0,1.0,7.0,4.75,4.5,4.25,4.25,5.0,6.0,3.0,0.896,109.957,0.118,-0.356,100.0,25.0,5.9,14.0,29.0,4.667,3.231,2.833,3.133,3.167,2.0,60.0
sv357,537,1,278,179,65,14,326,168,22,21,0.6558853198083968,0.2841337428081035,0.0338461538461538,0.4738461538461538,3.353846153846154,0.8095238095238095,0.6818181818181818,44,0.7444444444444446,18,0.6714285714285714,10,0.7729468599033816,23,0.5694444444444444,8,0.8461538461538461,13,0.8833333333333334,12,0.2976190476190476,21,25.0,0.78,20,0.8,16,0.3833333333333334,12,0.3333333333333333,6,0.6153846153846154,13,0.7000000000000001,12,0.8800000000000002,15,0.6,6,8.0,3.0,2.0,4.0,1.0,3.0,3.0,10.0,4.0,0.5,1.25,2,0.2222222222222222,2,7,2,6,4,5,1,10,2,10,3,6,0.0,1.0,20,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.75,4.222,3.444,4.0,2.7,4.25,2.167,5.273,8.5,4.417,3.9,1.667,1.0,0.0,2.0,6.0,9.0,6.0,-15.0,60.0,50.0,75.0,5.0,4.0,3.5,4.5,3.25,4.75,4.0,3.0,3.0,0.853,455.134,0.106,0.2,60.0,62.0,4.7,17.0,11.0,1.917,2.615,2.0,4.4,3.0,3.0,40.0
sw55g,537,0,278,179,65,14,326,168,22,21,0.6679623418503786,0.2574731194930978,0.1748466257668711,0.4110429447852761,3.414110429447853,0.6,0.7181818181818183,44,0.6333333333333333,18,0.7428571428571427,10,0.7083333333333334,24,0.5,8,0.7692307692307693,13,0.5,12,0.7261904761904762,21,61.0,0.61,20,0.7125,16,0.5666666666666667,12,0.7666666666666666,6,0.7307692307692306,13,0.7000000000000001,12,0.6666666666666666,15,0.5,6,6.0,3.0,3.0,4.0,2.0,1.0,4.0,9.0,5.0,0.1666666666666666,1.5,2,0.2222222222222222,6,7,2,6,2,5,9,10,7,10,16,6,0.0,2.0,20,3.0,2.0,3.0,3.0,1.0,1.0,5.0,11.0,6.0,3.0,4.0,3.0,3.0,4.0,3.125,5.0,4.111,4.0,4.4,3.375,4.056,4.583,8.167,2.5,4.35,3.833,3.0,3.0,7.0,6.0,19.0,18.0,5.0,40.0,83.333,100.0,0.0,40.0,3.75,4.5,1.75,4.25,1.0,5.0,4.0,0.875,,,,100.0,45.0,5.2,8.0,28.0,2.833,2.923,2.5,3.333,2.5,2.0,40.0
t2677,537,0,278,179,65,14,326,168,22,21,0.5611065698105576,0.2981188233801289,0.0613496932515337,0.5521472392638037,2.8588957055214723,1.0,0.5227272727272726,44,0.5666666666666667,18,0.6,10,0.5370370370370371,24,0.5555555555555556,8,0.6538461538461539,13,0.65,12,0.2619047619047619,21,22.0,0.6399999999999999,20,0.5875,16,0.2,12,0.8999999999999999,6,0.6538461538461539,13,0.3333333333333334,12,0.7600000000000001,15,0.6666666666666666,6,3.0,2.0,4.0,4.0,1.0,3.0,4.0,9.0,5.75,0.3333333333333333,1.25,3,0.3333333333333333,6,7,4,6,5,5,7,10,8,10,15,6,0.0,1.0,20,4.0,2.0,3.0,6.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,1.125,4.667,4.667,8.0,1.4,1.5,1.611,2.167,7.5,3.25,4.7,4.5,4.0,1.0,7.0,10.0,22.0,10.0,4.0,40.0,66.667,75.0,4.0,1.0,3.25,3.75,1.0,3.75,5.0,7.0,4.0,0.83,4.429,0.0,0.411,60.0,38.0,4.2,9.0,2.0,1.0,2.385,5.0,3.8,3.333,3.0,40.0
t3mwb,537,0,278,179,65,14,326,168,22,21,0.6473708210671401,0.2967932820147805,0.1196319018404908,0.5460122699386503,3.291411042944785,0.8333333333333334,0.6954545454545454,44,0.5888888888888889,18,0.7285714285714284,10,0.6574074074074073,24,0.5416666666666666,8,0.8076923076923077,13,0.8166666666666668,12,0.5,21,42.0,0.6399999999999999,20,0.825,16,0.2333333333333334,12,0.4666666666666668,6,0.7564102564102565,13,0.5,12,0.96,15,0.6,6,4.0,3.0,3.0,4.0,1.0,5.0,4.0,10.0,5.25,0.3333333333333333,1.75,4,0.4444444444444444,6,7,4,6,3,5,8,10,8,10,16,6,0.0,1.0,20,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.25,4.333,4.889,8.0,3.2,3.5,3.722,3.583,8.25,4.083,4.7,2.333,3.0,1.0,7.0,6.0,17.0,13.0,5.0,40.0,66.667,75.0,6.0,21.0,4.75,4.75,2.5,4.5,4.0,7.0,4.0,0.779,90.628,0.213,-0.1,20.0,34.0,5.1,12.0,16.0,1.167,2.846,4.167,4.8,3.0,3.0,40.0
t3qe4,537,0,278,179,65,14,326,168,22,21,0.5813935425515181,0.2799657704210362,0.0828220858895705,0.4478527607361963,2.9478527607361964,0.9523809523809524,0.6045454545454546,44,0.577777777777778,18,0.5857142857142856,10,0.5925925925925926,24,0.4722222222222222,8,0.7692307692307693,13,0.9,12,0.2619047619047619,21,22.0,0.6900000000000001,20,0.65,16,0.2666666666666666,12,0.7999999999999999,6,0.6025641025641024,13,0.35,12,0.7200000000000001,15,0.3666666666666667,6,2.0,1.0,4.0,5.0,2.0,4.0,4.0,9.0,5.0,0.1666666666666666,1.5,2,0.2222222222222222,6,7,5,6,4,5,5,10,4,10,9,6,0.0,2.0,20,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,1.375,4.667,4.222,7.0,3.4,1.75,2.111,2.917,7.75,4.5,4.15,4.0,3.0,3.0,3.0,7.0,16.0,0.0,1.0,40.0,83.333,100.0,9.0,1.0,3.75,3.75,1.5,4.0,7.0,8.0,4.0,0.85,0.0,0.0,0.444,40.0,45.0,4.1,6.0,0.0,1.333,2.462,4.917,3.6,1.833,2.0,40.0
t4ldc,537,0,278,179,65,14,326,168,22,21,0.6436494827599122,0.2608659549688405,0.1012269938650306,0.3803680981595092,3.303680981595092,1.0,0.7090909090909091,44,0.6222222222222222,18,0.7428571428571428,10,0.6435185185185186,24,0.5138888888888888,8,0.8076923076923077,13,0.7833333333333335,12,0.2619047619047619,21,22.0,0.6799999999999999,20,0.7250000000000001,16,0.7833333333333332,12,0.7999999999999999,6,0.7435897435897435,13,0.6000000000000001,12,0.6133333333333334,15,0.5333333333333333,6,7.0,3.0,2.0,2.0,2.0,1.0,3.0,8.0,5.0,0.1666666666666666,1.75,6,0.6666666666666666,2,7,4,6,3,5,1,10,4,10,5,6,0.0,2.0,20,3.0,2.0,3.0,5.0,1.0,1.0,6.0,11.0,6.0,2.0,3.0,4.0,2.0,2.0,4.25,3.778,4.0,8.0,4.7,2.125,3.0,4.583,7.0,3.917,4.3,4.0,2.0,0.0,2.0,5.0,9.0,12.0,-4.0,60.0,83.333,75.0,6.0,1.0,4.0,3.75,2.75,4.0,6.0,4.0,4.0,0.804,22390283.887,-0.076,0.017,100.0,46.0,5.2,18.0,0.0,3.917,3.154,3.0,3.067,2.667,2.0,40.0
t65ti,537,0,278,179,65,14,326,168,22,21,0.4483859187846918,0.2117571276875672,0.0736196319018405,0.3742331288343558,2.263803680981595,0.9047619047619048,0.4818181818181817,44,0.3888888888888889,18,0.3714285714285713,10,0.4305555555555555,24,0.25,8,0.5769230769230769,13,0.4000000000000001,12,0.2738095238095238,21,23.0,0.43,20,0.2625,16,0.4166666666666667,12,0.3999999999999999,6,0.4230769230769231,13,0.4000000000000001,12,0.3600000000000001,15,0.3666666666666666,6,4.0,3.0,2.0,5.0,2.0,6.0,4.0,16.0,8.5,0.1666666666666666,1.25,2,0.2222222222222222,7,7,5,6,5,5,4,10,3,10,7,6,0.0,2.0,20,2.0,1.0,2.0,2.0,1.0,1.0,6.0,9.0,6.0,2.0,2.0,4.0,1.0,1.0,2.375,3.111,2.778,5.0,2.4,2.75,3.056,3.333,4.417,2.0,3.15,2.0,4.0,0.0,4.0,9.0,17.0,7.0,-8.0,40.0,83.333,75.0,10.0,2.0,1.25,1.25,1.5,1.25,6.0,8.0,3.0,0.846,0.0,0.0,0.172,0.0,0.0,2.6,12.0,13.0,2.083,1.462,3.667,1.8,1.833,2.0,0.0
t67m6,537,0,278,179,65,14,326,168,22,21,0.59874234065185,0.2541127216022958,0.0828220858895705,0.3435582822085889,3.058282208588957,0.75,0.7045454545454545,44,0.5444444444444446,18,0.7142857142857143,10,0.5833333333333334,24,0.5972222222222222,8,0.7692307692307693,13,0.5333333333333333,12,0.3571428571428571,21,30.0,0.5999999999999999,20,0.7125000000000001,16,0.4333333333333334,12,0.6333333333333334,6,0.7051282051282051,13,0.4833333333333334,12,0.5066666666666667,15,0.7000000000000001,6,6.0,2.0,2.0,4.0,1.0,4.0,4.0,11.0,6.5,0.1666666666666666,1.5,2,0.2222222222222222,5,7,3,6,5,5,6,10,5,10,11,6,0.0,2.0,20,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,3.125,3.778,4.444,7.0,3.9,2.375,3.833,3.833,6.667,2.667,4.5,3.167,3.0,3.0,6.0,8.0,20.0,12.0,2.0,40.0,83.333,50.0,3.0,9.0,3.75,4.0,2.75,3.75,5.0,6.0,4.0,0.811,0.0,0.0,-0.011,40.0,30.0,5.0,8.0,2.0,2.167,2.769,3.917,2.533,3.5,2.0,40.0
t6mgm,537,0,278,179,65,14,326,168,22,21,0.673351133358802,0.2705419445031401,0.1104294478527607,0.4478527607361963,3.503067484662577,1.0,0.5863636363636364,44,0.6777777777777778,18,0.9,10,0.8842592592592592,24,0.5416666666666666,8,0.7692307692307693,13,0.8166666666666668,12,0.4166666666666667,21,35.0,0.6500000000000001,20,0.875,16,0.7166666666666667,12,1.0,6,0.730769230769231,13,0.5000000000000001,12,0.7733333333333333,15,0.7333333333333333,6,6.0,4.0,2.0,3.0,2.0,5.0,4.0,11.0,4.5,0.5,1.5,4,0.4444444444444444,5,7,1,6,4,5,2,10,2,10,4,6,0.0,2.0,20,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,1.0,3.125,4.0,4.556,8.0,2.8,2.375,2.5,8.333,7.583,4.083,3.85,5.0,2.0,0.0,3.0,7.0,12.0,18.0,5.0,40.0,50.0,50.0,9.0,14.0,4.5,4.0,4.25,4.75,4.0,4.0,4.0,0.85,195.76,0.087,0.178,20.0,56.0,6.3,11.0,13.0,3.583,3.231,3.667,3.867,3.667,2.0,40.0
t8dkc,537,0,278,179,65,14,326,168,22,21,0.607411777043679,0.2566399628667076,0.1717791411042944,0.3619631901840491,3.079754601226994,0.7142857142857143,0.6590909090909092,44,0.6444444444444445,18,0.7142857142857142,10,0.6203703703703703,24,0.611111111111111,8,0.7692307692307693,13,0.6999999999999998,12,0.3214285714285714,21,27.0,0.6000000000000001,20,0.725,16,0.3666666666666667,12,0.5666666666666668,6,0.576923076923077,13,0.5333333333333333,12,0.7066666666666667,15,0.6333333333333334,6,6.0,2.0,2.0,4.0,2.0,1.0,4.0,8.0,5.5,0.3333333333333333,1.75,2,0.2222222222222222,6,7,5,6,4,5,7,10,5,10,12,6,0.0,1.0,20,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.5,3.667,4.444,8.0,3.7,2.375,4.0,3.667,7.5,3.5,2.3,2.833,3.0,4.0,5.0,9.0,21.0,9.0,10.0,40.0,66.667,75.0,5.0,6.0,4.75,3.75,2.25,3.75,5.0,8.0,4.0,0.869,0.0,0.0,0.122,100.0,36.0,5.0,8.0,8.0,1.833,2.385,3.667,3.533,3.167,3.0,60.0
tcget,536,0,278,179,64,14,326,168,21,21,0.655187101582807,0.2365404336282185,0.2392638036809816,0.3588957055214724,3.4662576687116564,1.0,0.6636363636363638,44,0.7111111111111111,18,0.6,10,0.9814814814814816,24,0.5416666666666667,8,0.7692307692307693,13,0.7166666666666667,12,0.25,21,21.0,0.55,20,0.7124999999999999,16,0.6833333333333332,12,0.6,6,0.5897435897435899,13,0.6333333333333333,12,0.6799999999999999,15,0.6,6,6.0,4.0,3.0,4.0,2.0,4.0,4.0,14.0,7.0,0.3333333333333333,1.75,4,0.4444444444444444,1,6,1,6,4,5,6,10,1,10,7,6,0.0,2.0,20,3.0,1.0,1.0,3.0,2.0,1.0,6.0,12.0,5.0,3.0,4.0,3.0,4.0,6.0,3.625,2.889,3.778,4.0,3.0,3.375,3.111,8.75,8.917,3.583,2.95,3.0,0.0,1.0,2.0,7.0,10.0,14.0,0.0,40.0,66.667,75.0,7.0,0.0,3.25,4.0,3.5,3.5,6.0,2.0,2.0,0.734,398.065,0.039,0.361,40.0,20.0,4.2,9.0,3.0,3.417,2.462,2.833,3.4,3.0,2.0,20.0
