person_id,n_total_answers,n_missing_answers,n_answered_personality,n_answered_economic,n_answered_cognitive,n_answered_demographics,n_ordinal_items,n_categorical_items,n_text_items,n_multi_select_items,ordinal_mean_normalized,ordinal_std_normalized,ordinal_midpoint_rate,ordinal_extreme_rate,ordinal_acquiescence,straightlining_max_repeat_rate,bfi_44_mean_norm,bfi_44_n_items,bfi_18_mean_norm,bfi_18_n_items,autonomy_cognition_mean_norm,autonomy_cognition_n_items,personal_values_mean_norm,personal_values_n_items,self_monitoring_mean_norm,self_monitoring_n_items,self_monitoring_binary_mean_norm,self_monitoring_binary_n_items,regulatory_focus_mean_norm,regulatory_focus_n_items,bai_anxiety_mean_norm,bai_anxiety_n_items,bai_sum_score,self_concept_mean_norm,self_concept_n_items,need_uniqueness_mean_norm,need_uniqueness_n_items,need_closure_mean_norm,need_closure_n_items,personality_traits_5pt_mean_norm,personality_traits_5pt_n_items,maximization_mean_norm,maximization_n_items,uncertainty_beliefs_mean_norm,uncertainty_beliefs_n_items,risk_sensitivity_personality_mean_norm,risk_sensitivity_personality_n_items,self_regulation_mean_norm,self_regulation_n_items,spending_scale,spending_difficulty,spending_anxiety,shopper_type,weight_loss_intention,dictator_game_position,ultimatum_offer_position,trust_game_send_position,trust_return_mean_position,ultimatum_reject_rate,hedonic_framing_mean,loss_aversion_risky_choices,loss_aversion_risky_rate,crt_score,crt_total_attempted,numeracy_score,numeracy_total_attempted,financial_literacy_score,financial_literacy_total,vocabulary_synonym_score,vocabulary_synonym_total,vocabulary_antonym_score,vocabulary_antonym_total,vocabulary_total_score,spatial_n_attempted,wason_correct,wason_n_selected,forward_flow_word_count,demo_region,demo_sex,demo_age,demo_education,demo_race,demo_citizenship,demo_occupation,demo_religion,demo_religiosity,demo_political_party,demo_income,demo_political_views,demo_household_size,demo_employment
arxcr,537,0,278,179,65,14,326,168,22,21,0.6073376180738144,0.23902033698359187,0.2116564417177914,0.32515337423312884,3.1319018404907975,1.0,0.6090909090909091,44,0.5777777777777777,18,0.657142857142857,10,0.6296296296296297,24,0.49999999999999994,8,0.8076923076923077,13,0.7166666666666667,12,0.25,21,21.0,0.6100000000000001,20,0.775,16,0.5,12,0.7666666666666666,6,0.5512820512820513,13,0.5,12,0.5866666666666666,15,0.5666666666666667,6,4.0,2.0,2.0,3.0,2.0,6.0,4.0,16.0,8.5,0.16666666666666666,1.5,2,0.2222222222222222,7,7,5,6,4,5,8,10,8,10,16,6,1.0,2.0,20,4.0,1.0,3.0,6.0,3.0,1.0,1.0,10.0,5.0,1.0,5.0,2.0,4.0,1.0
axvvp,537,0,278,179,65,14,326,168,22,21,0.6204041570222552,0.2909690841913515,0.07668711656441718,0.48773006134969327,3.1503067484662575,0.6666666666666666,0.65,44,0.5111111111111112,18,0.7571428571428571,10,0.5833333333333334,24,0.5694444444444444,8,0.7692307692307693,13,0.36666666666666675,12,0.36904761904761907,21,31.0,0.67,20,0.7,16,0.6000000000000001,12,0.9333333333333332,6,0.717948717948718,13,0.39999999999999997,12,0.7466666666666667,15,0.5333333333333333,6,10.0,4.0,2.0,1.0,2.0,3.0,3.0,9.0,5.0,0.16666666666666666,1.5,4,0.4444444444444444,2,7,4,6,2,5,9,10,10,10,19,6,0.0,2.0,20,2.0,2.0,4.0,4.0,1.0,1.0,5.0,12.0,6.0,3.0,3.0,3.0,2.0,2.0
ayss6,537,0,278,179,65,14,326,168,22,21,0.6201124369836026,0.25502693138590016,0.15337423312883436,0.3619631901840491,3.2024539877300615,0.7142857142857143,0.6136363636363638,44,0.6,18,0.757142857142857,10,0.7916666666666666,24,0.5694444444444444,8,0.7692307692307693,13,0.6833333333333332,12,0.32142857142857145,21,27.0,0.57,20,0.7625,16,0.5,12,0.3,6,0.6282051282051282,13,0.6333333333333334,12,0.6000000000000001,15,0.7333333333333334,6,7.0,3.0,3.0,2.0,2.0,1.0,4.0,8.0,5.75,0.16666666666666666,1.5,2,0.2222222222222222,6,7,5,6,4,5,6,10,8,10,14,6,1.0,2.0,20,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,7.0
b8zaq,537,0,278,179,65,14,326,168,22,21,0.6184979344105112,0.295788330332038,0.147239263803681,0.5337423312883436,3.168711656441718,1.0,0.7090909090909091,44,0.5222222222222223,18,0.6285714285714287,10,0.6481481481481481,24,0.5,8,0.6538461538461539,13,0.6666666666666666,12,0.25,21,21.0,0.5899999999999999,20,0.775,16,0.3166666666666667,12,0.7666666666666667,6,0.7435897435897435,13,0.35000000000000003,12,0.8400000000000001,15,0.7666666666666667,6,4.0,3.0,4.0,3.0,2.0,4.0,4.0,9.0,5.0,0.5,1.75,2,0.2222222222222222,1,7,4,6,4,5,9,10,8,10,17,6,0.0,2.0,20,2.0,1.0,4.0,2.0,1.0,1.0,3.0,11.0,6.0,3.0,1.0,4.0,1.0,7.0
b9jzt,537,0,278,179,65,14,326,168,22,21,0.6367567716877532,0.26339957578947026,0.0950920245398773,0.4049079754601227,3.2576687116564416,0.9166666666666666,0.7090909090909091,44,0.5777777777777778,18,0.6428571428571429,10,0.6898148148148149,24,0.625,8,0.8076923076923077,13,0.38333333333333336,12,0.6071428571428571,21,51.0,0.6099999999999999,20,0.6000000000000001,16,0.7833333333333333,12,0.7999999999999999,6,0.641025641025641,13,0.6166666666666666,12,0.4800000000000001,15,0.6,6,10.0,4.0,2.0,2.0,1.0,4.0,4.0,9.0,5.0,0.16666666666666666,1.0,2,0.2222222222222222,5,7,2,6,3,5,9,10,9,10,18,6,0.0,1.0,20,3.0,2.0,3.0,3.0,1.0,1.0,2.0,10.0,6.0,2.0,5.0,5.0,3.0,1.0
bbrrv,537,0,278,179,65,14,326,168,22,21,0.6298086754758533,0.2413413326619574,0.12576687116564417,0.3374233128834356,3.236196319018405,1.0,0.6636363636363636,44,0.6111111111111112,18,0.6285714285714287,10,0.7129629629629629,24,0.48611111111111116,8,0.8461538461538461,13,0.7166666666666667,12,0.5,21,42.0,0.55,20,0.6375,16,0.5166666666666668,12,0.7999999999999999,6,0.6923076923076923,13,0.6,12,0.7466666666666667,15,0.5666666666666668,6,8.0,4.0,1.0,3.0,2.0,1.0,4.0,9.0,4.75,0.16666666666666666,1.5,7,0.7777777777777778,2,7,4,6,5,5,5,10,6,10,11,6,0.0,1.0,20,3.0,1.0,2.0,3.0,2.0,1.0,6.0,10.0,6.0,2.0,4.0,5.0,3.0,1.0
bc0tc,537,0,278,179,65,14,326,168,22,21,0.6377378798774505,0.2520731813569166,0.13803680981595093,0.36809815950920244,3.236196319018405,0.9047619047619048,0.7181818181818183,44,0.6111111111111112,18,0.7142857142857142,10,0.5740740740740741,24,0.5416666666666666,8,0.8076923076923077,13,0.8166666666666665,12,0.27380952380952384,21,23.0,0.6199999999999999,20,0.7000000000000001,16,0.7666666666666666,12,0.9,6,0.7179487179487178,13,0.46666666666666673,12,0.6533333333333332,15,0.5333333333333333,6,4.0,2.0,4.0,4.0,2.0,3.0,3.0,9.0,5.0,0.3333333333333333,1.5,2,0.2222222222222222,4,7,4,6,5,5,8,10,4,10,12,6,0.0,2.0,20,3.0,1.0,2.0,6.0,1.0,1.0,1.0,10.0,6.0,3.0,5.0,4.0,4.0,1.0
bc89d,537,0,278,179,65,14,326,168,22,21,0.6473079451223623,0.24614648669207595,0.0705521472392638,0.3159509202453988,3.291411042944785,0.8333333333333334,0.6909090909090909,44,0.6000000000000001,18,0.6857142857142857,10,0.6944444444444445,24,0.5416666666666666,8,0.7307692307692307,13,0.7166666666666667,12,0.47619047619047616,21,40.0,0.55,20,0.8625,16,0.3666666666666667,12,0.8333333333333334,6,0.6282051282051282,13,0.43333333333333335,12,0.7333333333333335,15,0.6666666666666666,6,5.0,3.0,2.0,2.0,2.0,4.0,4.0,9.0,5.25,0.3333333333333333,1.75,6,0.6666666666666666,5,7,3,6,3,5,7,10,8,10,15,6,0.0,1.0,20,3.0,1.0,3.0,2.0,1.0,1.0,1.0,9.0,6.0,3.0,3.0,3.0,2.0,1.0
bc9lg,537,0,278,179,65,14,326,168,22,21,0.6166665730316038,0.24183576260465234,0.06134969325153374,0.29141104294478526,3.1809815950920246,0.8095238095238095,0.6454545454545454,44,0.6444444444444446,18,0.6571428571428571,10,0.6435185185185185,24,0.5972222222222222,8,0.7692307692307693,13,0.5833333333333334,12,0.2976190476190476,21,25.0,0.5900000000000001,20,0.7250000000000001,16,0.5333333333333335,12,0.6666666666666666,6,0.7692307692307694,13,0.5333333333333333,12,0.6133333333333334,15,0.5666666666666667,6,3.0,2.0,3.0,4.0,2.0,5.0,4.0,10.0,5.0,0.16666666666666666,1.25,6,0.6666666666666666,5,7,5,6,5,5,10,10,10,10,20,6,0.0,2.0,20,1.0,1.0,3.0,6.0,1.0,1.0,5.0,11.0,5.0,3.0,1.0,4.0,1.0,4.0
bf785,537,0,278,179,65,14,326,168,22,21,0.596144857187802,0.29795344407139257,0.08282208588957055,0.5552147239263804,3.067484662576687,1.0,0.6636363636363636,44,0.6222222222222222,18,0.6714285714285715,10,0.7129629629629631,24,0.48611111111111105,8,0.6923076923076923,13,0.9,12,0.25,21,21.0,0.5099999999999999,20,0.7625000000000001,16,0.3333333333333334,12,1.0,6,0.6282051282051283,13,0.35000000000000003,12,0.4133333333333334,15,0.4333333333333333,6,3.0,2.0,3.0,4.0,2.0,4.0,4.0,8.0,5.5,0.0,1.75,6,0.6666666666666666,4,7,5,6,3,5,10,10,9,10,19,6,0.0,2.0,20,4.0,1.0,1.0,2.0,4.0,1.0,6.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0
bhiml,537,0,278,179,65,14,326,168,22,21,0.596729748608583,0.2782587158148494,0.03067484662576687,0.4447852760736196,3.0950920245398774,0.9523809523809523,0.6363636363636364,44,0.5555555555555556,18,0.7,10,0.6666666666666666,24,0.48611111111111105,8,0.6923076923076923,13,0.9,12,0.2619047619047619,21,22.0,0.52,20,0.8375,16,0.4333333333333335,12,0.8666666666666667,6,0.7820512820512822,13,0.4000000000000001,12,0.49333333333333346,15,0.6,6,8.0,3.0,1.0,2.0,2.0,5.0,3.0,11.0,5.0,0.16666666666666666,1.75,1,0.1111111111111111,0,7,3,6,4,5,3,10,5,10,8,6,0.0,1.0,20,1.0,2.0,3.0,5.0,3.0,1.0,1.0,8.0,3.0,2.0,5.0,4.0,3.0,5.0
bicf2,537,0,278,179,65,14,326,168,22,21,0.7303832202221773,0.23014220103241875,0.11349693251533742,0.3803680981595092,3.8282208588957056,1.0,0.7999999999999999,44,0.7777777777777779,18,0.9,10,0.9166666666666666,24,0.7638888888888888,8,0.9230769230769231,13,0.9333333333333335,12,0.35714285714285715,21,30.0,0.6600000000000001,20,0.8250000000000001,16,0.75,12,0.6,6,0.7307692307692307,13,0.7166666666666667,12,0.8400000000000002,15,0.4666666666666666,6,3.0,2.0,4.0,4.0,2.0,5.0,4.0,9.0,5.75,0.3333333333333333,1.5,0,0.0,2,7,4,6,5,5,6,10,9,10,15,6,1.0,2.0,20,3.0,1.0,3.0,3.0,1.0,1.0,1.0,12.0,5.0,3.0,3.0,2.0,2.0,2.0
bm5ba,537,0,278,179,65,14,326,168,22,21,0.6604022000494394,0.2813278095766716,0.11349693251533742,0.5214723926380368,3.4938650306748467,0.9523809523809523,0.7272727272727273,44,0.6,18,0.8142857142857143,10,0.8981481481481483,24,0.6388888888888888,8,0.7307692307692307,13,0.7999999999999999,12,0.2619047619047619,21,22.0,0.5599999999999999,20,0.8125,16,0.4666666666666666,12,0.8666666666666667,6,0.7692307692307693,13,0.43333333333333335,12,0.8266666666666668,15,0.6000000000000001,6,8.0,3.0,2.0,3.0,2.0,4.0,3.0,6.0,5.75,0.16666666666666666,1.25,4,0.4444444444444444,4,7,3,6,3,5,10,10,10,10,20,6,0.0,2.0,20,4.0,1.0,3.0,4.0,5.0,1.0,2.0,7.0,5.0,3.0,5.0,3.0,2.0,1.0
bnxw1,537,0,278,179,65,14,326,168,22,21,0.5848029356464939,0.22847399197907595,0.147239263803681,0.29141104294478526,3.0245398773006134,0.75,0.6590909090909091,44,0.6,18,0.7285714285714286,10,0.6157407407407407,24,0.47222222222222227,8,0.6923076923076923,13,0.26666666666666666,12,0.5357142857142857,21,45.0,0.5800000000000001,20,0.6375000000000001,16,0.46666666666666673,12,0.7333333333333334,6,0.6666666666666666,13,0.35000000000000003,12,0.5866666666666668,15,0.5666666666666668,6,7.0,3.0,3.0,4.0,1.0,6.0,4.0,6.0,7.5,0.0,1.5,2,0.2222222222222222,3,7,2,6,4,5,6,10,4,10,10,6,0.0,1.0,20,3.0,1.0,2.0,4.0,1.0,1.0,1.0,11.0,4.0,1.0,5.0,2.0,5.0,1.0
byr2v,537,0,278,179,65,14,326,168,22,21,0.6175314332906358,0.2788432412862742,0.17484662576687116,0.4754601226993865,3.1717791411042944,1.0,0.6909090909090909,44,0.6,18,0.7999999999999998,10,0.6666666666666666,24,0.5416666666666666,8,0.7692307692307693,13,0.8166666666666668,12,0.2857142857142857,21,24.0,0.55,20,0.9375,16,0.5666666666666668,12,1.0,6,0.6794871794871795,13,0.26666666666666666,12,0.5333333333333333,15,0.6,6,6.0,3.0,3.0,3.0,2.0,4.0,4.0,9.0,5.0,0.16666666666666666,1.75,4,0.4444444444444444,7,7,5,6,5,5,2,10,4,10,6,6,0.0,1.0,20,2.0,1.0,1.0,5.0,2.0,1.0,6.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0
c0p1j,536,0,278,178,65,14,326,168,21,21,0.6682569177584515,0.2999121279736583,0.08588957055214724,0.5797546012269938,3.4049079754601226,0.8333333333333334,0.6863636363636364,44,0.6222222222222222,18,0.7000000000000001,10,0.5833333333333334,24,0.7361111111111112,8,0.7692307692307693,13,0.9666666666666668,12,0.47619047619047616,21,40.0,0.6499999999999999,20,0.75,16,0.5333333333333333,12,0.9,6,0.782051282051282,13,0.7333333333333334,12,0.7866666666666667,15,0.6000000000000001,6,3.0,1.0,1.0,5.0,2.0,1.0,4.0,9.0,5.75,0.16666666666666666,1.5,2,0.2222222222222222,6,7,2,6,5,5,7,10,5,10,12,6,0.0,1.0,20,2.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,6.0,2.0,1.0,5.0,1.0,4.0
c42r9,537,0,278,179,65,14,326,168,22,21,0.5957551480557616,0.2631744448898554,0.10122699386503067,0.39570552147239263,3.085889570552147,0.6666666666666666,0.6727272727272727,44,0.6111111111111112,18,0.7,10,0.7037037037037036,24,0.5833333333333333,8,0.7692307692307693,13,0.65,12,0.39285714285714285,21,33.0,0.61,20,0.675,16,0.3333333333333334,12,0.6000000000000001,6,0.6794871794871795,13,0.43333333333333335,12,0.3600000000000001,15,0.43333333333333335,6,5.0,2.0,3.0,3.0,2.0,2.0,4.0,8.0,6.25,0.16666666666666666,1.25,4,0.4444444444444444,6,7,5,6,5,5,9,10,9,10,18,6,0.0,2.0,20,3.0,1.0,4.0,2.0,1.0,1.0,6.0,12.0,6.0,1.0,1.0,2.0,1.0,4.0
c9e9n,537,0,278,179,65,14,326,168,22,21,0.6889408095313003,0.2816045890223614,0.05521472392638037,0.5368098159509203,3.6595092024539877,0.8571428571428571,0.7454545454545454,44,0.8666666666666667,18,0.8285714285714286,10,0.8240740740740741,24,0.5138888888888888,8,0.7307692307692307,13,0.8833333333333334,12,0.2976190476190476,21,25.0,0.6400000000000001,20,0.9125,16,0.5166666666666667,12,0.8999999999999999,6,0.7948717948717948,13,0.6333333333333334,12,0.7866666666666668,15,0.7000000000000001,6,8.0,3.0,2.0,4.0,1.0,5.0,3.0,15.0,7.5,0.0,1.5,7,0.7777777777777778,6,7,4,6,5,5,4,10,1,10,5,6,0.0,1.0,20,4.0,2.0,2.0,6.0,1.0,1.0,6.0,10.0,6.0,1.0,4.0,2.0,4.0,2.0
cmjtd,537,0,278,179,65,14,326,168,22,21,0.5957813190558591,0.30459721019887753,0.147239263803681,0.5858895705521472,3.0552147239263805,0.8333333333333334,0.6727272727272727,44,0.5666666666666667,18,0.6857142857142857,10,0.5787037037037037,24,0.5694444444444444,8,0.6923076923076923,13,0.9166666666666666,12,0.30952380952380953,21,26.0,0.6199999999999999,20,0.675,16,0.30000000000000004,12,0.7999999999999999,6,0.7564102564102565,13,0.3333333333333334,12,0.38666666666666677,15,0.3333333333333333,6,3.0,2.0,3.0,4.0,2.0,1.0,3.0,9.0,6.25,0.3333333333333333,1.5,2,0.2222222222222222,7,7,5,6,5,5,10,10,10,10,20,6,0.0,4.0,20,4.0,1.0,2.0,5.0,5.0,1.0,2.0,10.0,6.0,2.0,1.0,5.0,2.0,4.0
cmmpb,537,0,278,179,65,14,326,168,22,21,0.6238388784017618,0.24028171931797443,0.1411042944785276,0.294478527607362,3.1779141104294477,0.6666666666666666,0.6409090909090909,44,0.5333333333333334,18,0.6285714285714286,10,0.5833333333333334,24,0.5416666666666666,8,0.7692307692307693,13,0.7000000000000001,12,0.36904761904761907,21,31.0,0.62,20,0.625,16,0.5666666666666667,12,0.6666666666666666,6,0.6923076923076922,13,0.6666666666666666,12,0.8133333333333336,15,0.39999999999999997,6,4.0,2.0,3.0,5.0,2.0,4.0,4.0,9.0,6.25,0.3333333333333333,1.5,2,0.2222222222222222,1,7,1,6,4,5,4,10,4,10,8,6,0.0,2.0,20,2.0,1.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,3.0,1.0,3.0,2.0,7.0
cnx9d,537,1,278,179,65,14,326,168,22,21,0.591253263830187,0.28753843622497993,0.04923076923076923,0.49538461538461537,3.0338461538461536,0.9523809523809523,0.6681818181818181,44,0.6111111111111112,18,0.6571428571428571,10,0.6038647342995169,23,0.5277777777777777,8,0.6153846153846154,13,0.8166666666666669,12,0.2619047619047619,21,22.0,0.65,20,0.65,16,0.4500000000000001,12,0.8333333333333334,6,0.730769230769231,13,0.35000000000000003,12,0.7466666666666667,15,0.3,6,4.0,2.0,3.0,4.0,2.0,3.0,4.0,9.0,5.25,0.16666666666666666,1.5,1,0.1111111111111111,7,7,4,6,5,5,2,10,5,10,7,6,0.0,1.0,20,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,4.0,2.0,1.0
d3vke,537,0,278,179,65,14,326,168,22,21,0.5821606946223511,0.3444489436376309,0.12576687116564417,0.7822085889570553,3.0306748466257667,1.0,0.6454545454545455,44,0.5333333333333333,18,0.7857142857142856,10,0.7037037037037037,24,0.5555555555555556,8,0.6923076923076923,13,0.36666666666666675,12,0.2619047619047619,21,22.0,0.6799999999999999,20,0.825,16,0.20000000000000004,12,0.7000000000000001,6,0.7179487179487178,13,0.26666666666666666,12,0.52,15,0.3333333333333333,6,6.0,3.0,3.0,1.0,2.0,5.0,6.0,15.0,7.5,0.0,1.5,2,0.2222222222222222,0,7,2,6,2,5,2,10,0,10,2,6,0.0,1.0,20,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0
d5yrm,537,1,278,179,65,14,326,168,22,21,0.6732627970320278,0.2799191875885656,0.05846153846153846,0.4676923076923077,3.4,1.0,0.6818181818181818,44,0.588888888888889,18,0.7619047619047619,9,0.6898148148148149,24,0.49999999999999994,8,0.8461538461538461,13,0.8666666666666667,12,0.6190476190476191,21,52.0,0.6399999999999999,20,0.775,16,0.5333333333333335,12,0.9333333333333332,6,1.0,13,0.4833333333333334,12,0.6666666666666669,15,0.7666666666666666,6,6.0,3.0,2.0,5.0,2.0,3.0,3.0,6.0,3.5,0.5,1.5,4,0.4444444444444444,7,7,4,6,5,5,10,10,10,10,20,6,1.0,2.0,20,4.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,3.0,1.0
d8l9i,537,0,278,179,65,14,326,168,22,21,0.6221151037101957,0.2863137181637172,0.1165644171779141,0.46932515337423314,3.184049079754601,1.0,0.7000000000000001,44,0.7333333333333334,18,0.7571428571428571,10,0.5787037037037037,24,0.5555555555555556,8,0.7692307692307693,13,0.65,12,0.25,21,21.0,0.5499999999999999,20,0.8625,16,0.5833333333333334,12,0.26666666666666666,6,0.5897435897435896,13,0.3666666666666667,12,0.7333333333333335,15,0.8000000000000002,6,1.0,2.0,3.0,4.0,2.0,6.0,1.0,16.0,8.5,0.0,1.75,4,0.4444444444444444,5,7,3,6,5,5,6,10,3,10,9,6,0.0,2.0,20,4.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0
dg0ss,537,0,278,179,65,14,326,168,22,21,0.6085042641407672,0.27566335574014006,0.12269938650306748,0.4263803680981595,3.076687116564417,0.8571428571428571,0.6818181818181819,44,0.47777777777777775,18,0.5714285714285714,10,0.625,24,0.5833333333333333,8,0.8076923076923077,13,0.7666666666666667,12,0.2857142857142857,21,24.0,0.55,20,0.625,16,0.4500000000000001,12,0.8999999999999999,6,0.5256410256410257,13,0.4666666666666666,12,0.8400000000000001,15,0.5666666666666667,6,3.0,2.0,4.0,5.0,2.0,4.0,3.0,9.0,5.0,0.3333333333333333,1.5,6,0.6666666666666666,7,7,5,6,5,5,9,10,9,10,18,6,0.0,4.0,20,3.0,1.0,3.0,5.0,1.0,1.0,6.0,1.0,6.0,2.0,1.0,3.0,1.0,2.0
dtsui,537,0,278,179,65,14,326,168,22,21,0.6342224450736721,0.2776260247149698,0.16257668711656442,0.4662576687116564,3.2975460122699385,0.8571428571428571,0.6818181818181818,44,0.6000000000000001,18,0.7142857142857142,10,0.8564814814814815,24,0.41666666666666663,8,0.6923076923076923,13,0.7166666666666667,12,0.2857142857142857,21,24.0,0.5399999999999999,20,0.8,16,0.49999999999999994,12,0.8666666666666667,6,0.7435897435897435,13,0.48333333333333334,12,0.6266666666666667,15,0.7000000000000001,6,5.0,3.0,3.0,3.0,2.0,4.0,4.0,9.0,4.5,0.5,1.75,9,1.0,2,7,2,6,5,5,3,10,3,10,6,6,0.0,1.0,20,1.0,2.0,3.0,2.0,2.0,1.0,1.0,11.0,5.0,2.0,2.0,3.0,3.0,2.0
dw6oq,537,0,278,179,65,14,326,168,22,21,0.61398982748676,0.2555831224788606,0.06134969325153374,0.34662576687116564,3.1533742331288344,1.0,0.6318181818181817,44,0.6000000000000001,18,0.7285714285714286,10,0.648148148148148,24,0.5416666666666667,8,0.7692307692307693,13,0.8000000000000002,12,0.25,21,21.0,0.59,20,0.7500000000000001,16,0.5333333333333334,12,0.8333333333333334,6,0.7179487179487178,13,0.3333333333333334,12,0.7333333333333335,15,0.6333333333333333,6,3.0,2.0,4.0,4.0,1.0,1.0,4.0,8.0,4.5,0.16666666666666666,1.5,0,0.0,7,7,5,6,5,5,9,10,10,10,19,6,0.0,2.0,20,1.0,1.0,3.0,3.0,1.0,1.0,3.0,9.0,6.0,2.0,2.0,5.0,1.0,1.0
dy25d,537,0,278,179,65,14,326,168,22,21,0.6420853090331617,0.2348605436361308,0.20245398773006135,0.3220858895705521,3.2699386503067487,1.0,0.7000000000000001,44,0.6777777777777779,18,0.6428571428571429,10,0.5972222222222222,24,0.5555555555555556,8,0.6923076923076923,13,0.7833333333333333,12,0.30952380952380953,21,26.0,0.67,20,0.8,16,0.5166666666666667,12,1.0,6,0.5897435897435898,13,0.7000000000000001,12,0.7333333333333333,15,0.6666666666666666,6,7.0,3.0,3.0,4.0,2.0,6.0,3.0,6.0,6.25,0.16666666666666666,2.0,7,0.7777777777777778,1,7,3,6,5,5,8,10,5,10,13,6,0.0,2.0,20,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,7.0
e8ihk,537,0,278,179,65,14,326,168,22,21,0.6164297231398459,0.28646503464221446,0.11349693251533742,0.49693251533742333,3.1196319018404908,0.6666666666666666,0.7409090909090907,44,0.6,18,0.6714285714285715,10,0.6898148148148149,24,0.5138888888888888,8,0.7692307692307693,13,0.6666666666666666,12,0.39285714285714285,21,33.0,0.58,20,0.7625,16,0.6333333333333333,12,0.7999999999999999,6,0.47435897435897434,13,0.3,12,0.6799999999999999,15,0.5666666666666667,6,2.0,2.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,1.5,1,0.1111111111111111,6,7,4,6,5,5,10,10,9,10,19,6,0.0,1.0,20,4.0,2.0,3.0,3.0,1.0,1.0,5.0,9.0,6.0,2.0,1.0,4.0,1.0,1.0
eels5,537,0,278,179,65,14,326,168,22,21,0.6105279519389949,0.2739985271897967,0.17484662576687116,0.46319018404907975,3.1595092024539877,1.0,0.6863636363636364,44,0.5666666666666668,18,0.6571428571428573,10,0.75,24,0.4861111111111111,8,0.6153846153846154,13,0.5833333333333333,12,0.25,21,21.0,0.63,20,0.7375,16,0.5666666666666667,12,0.7333333333333334,6,0.6025641025641026,13,0.3333333333333334,12,0.7066666666666667,15,0.6333333333333333,6,6.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,4.5,0.5,1.5,4,0.4444444444444444,2,7,4,6,3,5,4,10,4,10,8,6,0.0,1.0,20,2.0,2.0,3.0,3.0,1.0,1.0,6.0,11.0,6.0,3.0,1.0,3.0,2.0,3.0
egrrg,537,0,278,179,65,14,326,168,22,21,0.5637210948560641,0.2692743471813608,0.1411042944785276,0.4171779141104294,2.8650306748466257,0.8333333333333334,0.6136363636363636,44,0.6111111111111112,18,0.4714285714285714,10,0.5555555555555556,24,0.5833333333333333,8,0.7307692307692307,13,0.6166666666666668,12,0.4642857142857143,21,39.0,0.45,20,0.5625,16,0.2666666666666667,12,0.43333333333333335,6,0.3974358974358974,13,0.46666666666666673,12,0.8000000000000002,15,0.6666666666666669,6,2.0,3.0,4.0,5.0,2.0,1.0,6.0,16.0,8.0,0.16666666666666666,1.75,5,0.5555555555555556,1,7,1,6,4,5,3,10,4,10,7,6,0.0,1.0,20,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0
ek9iq,537,0,278,179,65,14,326,168,22,21,0.6317619965242665,0.244914418238231,0.10122699386503067,0.3128834355828221,3.2300613496932513,0.7619047619047619,0.7090909090909091,44,0.5666666666666668,18,0.657142857142857,10,0.6388888888888888,24,0.4861111111111111,8,0.6538461538461539,13,0.5,12,0.3333333333333333,21,28.0,0.68,20,0.8,16,0.4666666666666668,12,0.8666666666666667,6,0.4871794871794872,13,0.55,12,0.7600000000000001,15,0.6999999999999998,6,10.0,4.0,2.0,1.0,2.0,4.0,3.0,11.0,6.0,0.16666666666666666,2.0,2,0.2222222222222222,5,7,3,6,4,5,9,10,10,10,19,6,0.0,2.0,20,3.0,2.0,4.0,6.0,1.0,1.0,6.0,10.0,5.0,2.0,2.0,4.0,1.0,7.0
evqeq,537,0,278,179,65,14,326,168,22,21,0.5868012015251279,0.24371466867094999,0.12269938650306748,0.3312883435582822,2.9877300613496933,0.7619047619047619,0.6409090909090909,44,0.5777777777777778,18,0.7428571428571429,10,0.5787037037037037,24,0.5277777777777777,8,0.6538461538461539,13,0.5666666666666667,12,0.34523809523809523,21,29.0,0.6,20,0.7250000000000001,16,0.41666666666666674,12,0.7666666666666666,6,0.641025641025641,13,0.43333333333333335,12,0.5066666666666669,15,0.5666666666666668,6,5.0,2.0,3.0,2.0,2.0,1.0,3.0,8.0,5.5,0.16666666666666666,1.25,4,0.4444444444444444,6,7,5,6,5,5,10,10,10,10,20,6,0.0,1.0,20,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,2.0,4.0
